Station_ID,State,City,Charger_Type,Power_kW,Operator,Installation_Date,Avg_Daily_Sessions,Utilization_Percent,Estimated_Daily_Revenue_INR,Latitude,Longitude
EVCS_00235,Karnataka,Mysuru,Slow,60,Ather Grid,16-07-2024,39,50.3,12508,24.786232,92.742492
EVCS_00236,Karnataka,Mysuru,Slow,350,Jio-bp Pulse,25-09-2023,7,37.9,17059,17.239356,88.370931
EVCS_00237,Karnataka,Mysuru,Slow,60,ChargeZone,12-11-2023,54,33,20824,10.574654,92.819045
EVCS_00238,Karnataka,Bengaluru,Slow,15,Tata Power,10-10-2024,11,44.6,1189,28.943657,83.963779
EVCS_00239,Karnataka,Bengaluru,Fast,30,Jio-bp Pulse,29-03-2024,63,24.7,14045,16.802093,82.147816
EVCS_00240,Karnataka,Mysuru,Fast,30,ChargeZone,31-03-2024,112,55,16181,15.115207,71.14579
EVCS_00241,Karnataka,Mysuru,Slow,30,Jio-bp Pulse,01-04-2025,35,77.7,6016,27.090049,95.09795
EVCS_00242,Karnataka,Hubli,Slow,15,ChargeZone,12-06-2023,42,79.5,4937,22.777219,87.178303
EVCS_00243,Karnataka,Mysuru,Slow,60,Statiq,16-05-2023,57,64,25078,13.389876,88.94394
EVCS_00244,Karnataka,Mysuru,Fast,120,Jio-bp Pulse,17-01-2023,53,45,32703,26.289151,92.961142
EVCS_00245,Karnataka,Mysuru,Slow,30,Tata Power,01-05-2025,18,93.3,2665,19.375452,90.42888
EVCS_00246,Karnataka,Mysuru,Slow,15,Tata Power,26-03-2025,3,26.3,251,28.828546,81.274012
EVCS_00247,Karnataka,Hubli,Slow,30,Statiq,06-06-2024,14,56.1,2351,30.635705,73.931867
EVCS_00248,Karnataka,Bengaluru,Slow,60,Govt Utility,08-06-2022,20,71.9,7648,17.973898,84.536317
EVCS_00249,Karnataka,Hubli,Slow,15,Jio-bp Pulse,03-01-2024,49,89.9,5393,34.50145,93.358322
EVCS_00250,Karnataka,Bengaluru,Fast,180,Jio-bp Pulse,01-06-2024,84,28.4,91460,28.752952,79.652487
EVCS_00251,Karnataka,Bengaluru,Fast,15,Ather Grid,08-09-2022,12,82.6,1179,17.947112,78.035745
EVCS_00252,Karnataka,Bengaluru,Fast,15,Statiq,20-06-2025,12,68.3,1053,21.062883,76.201287
EVCS_00253,Karnataka,Mysuru,Slow,30,Ather Grid,24-05-2023,5,58,777,17.902778,85.619784
EVCS_00254,Karnataka,Hubli,Slow,30,Statiq,19-06-2023,49,55.4,8297,9.83916,68.094167
EVCS_00255,Karnataka,Bengaluru,Slow,30,Jio-bp Pulse,02-07-2024,32,83.6,5816,30.674854,69.057595
EVCS_00256,Karnataka,Hubli,Fast,120,Jio-bp Pulse,01-08-2024,101,35.3,72982,33.775888,78.026495
EVCS_00257,Karnataka,Hubli,Slow,30,Ather Grid,05-03-2024,35,24.4,5371,31.469038,77.16983
EVCS_00258,Karnataka,Mysuru,Slow,60,Statiq,08-10-2023,12,67,5340,24.131441,78.38629
EVCS_00259,Karnataka,Mysuru,Slow,60,Ather Grid,03-06-2024,32,61.7,10097,19.979897,90.848043
EVCS_00260,Karnataka,Mysuru,Slow,60,Jio-bp Pulse,26-01-2024,30,43,10217,14.82691,82.317033
EVCS_00261,Karnataka,Mysuru,Slow,120,Ather Grid,19-10-2023,16,36.4,10388,16.602004,92.134227
EVCS_00262,Karnataka,Mysuru,Slow,15,Govt Utility,19-04-2022,47,56.8,3751,34.906313,71.843314
EVCS_00263,Karnataka,Bengaluru,Slow,60,Govt Utility,22-03-2025,8,96.5,2815,29.04462,71.0407
EVCS_00264,Karnataka,Mysuru,Slow,15,Ather Grid,22-04-2024,53,25.8,4373,10.676314,89.144273
EVCS_00265,Karnataka,Bengaluru,Slow,30,Tata Power,29-08-2024,35,64.6,5190,23.91821,96.008462
EVCS_00266,Karnataka,Hubli,Slow,30,Jio-bp Pulse,18-11-2024,19,62.5,3142,14.109476,91.907951
EVCS_00267,Karnataka,Mysuru,Fast,15,Ather Grid,22-01-2023,89,26.6,6562,21.783342,68.255722
EVCS_00268,Karnataka,Hubli,Slow,60,Ather Grid,22-09-2022,27,88.6,9587,28.494532,80.15067
EVCS_00269,Karnataka,Mysuru,Slow,15,Govt Utility,24-09-2023,11,65.4,1169,15.549827,75.965615
EVCS_00270,Karnataka,Bengaluru,Slow,350,Tata Power,15-01-2024,57,44.9,132612,20.907778,85.690388
EVCS_00271,Karnataka,Hubli,Slow,350,ChargeZone,22-11-2023,35,57.4,85610,23.832595,96.400303
EVCS_00272,Karnataka,Hubli,Slow,15,Jio-bp Pulse,18-04-2022,47,67.2,3674,22.129423,76.355009
EVCS_00273,Karnataka,Bengaluru,Fast,60,Jio-bp Pulse,19-06-2023,79,61.6,23801,9.564671,77.132427
EVCS_00274,Karnataka,Bengaluru,Fast,30,Ather Grid,18-08-2022,39,57.5,7004,32.899404,86.524129
EVCS_00275,Karnataka,Mysuru,Slow,30,Jio-bp Pulse,20-05-2023,50,67.5,8208,24.337193,77.38722
EVCS_00276,Karnataka,Mysuru,Slow,60,Ather Grid,26-07-2022,32,81.9,14598,8.765842,77.075897
EVCS_00277,Karnataka,Mysuru,Slow,180,Govt Utility,04-04-2025,38,38.8,42354,20.305849,78.150208
EVCS_00278,Karnataka,Hubli,Slow,120,Govt Utility,22-09-2023,34,21.5,30934,15.054456,93.084999
EVCS_00279,Karnataka,Mysuru,Slow,60,Govt Utility,24-11-2022,14,51.8,4748,24.921889,88.794245
EVCS_00280,Karnataka,Hubli,Slow,15,ChargeZone,14-04-2024,26,81.3,2191,25.415746,70.236926
EVCS_00281,Karnataka,Bengaluru,Slow,60,Jio-bp Pulse,15-07-2022,55,76,18361,28.388019,86.573422
EVCS_00282,Karnataka,Mysuru,Slow,350,Statiq,20-10-2022,36,42.1,91356,33.711526,88.144821
EVCS_00283,Karnataka,Hubli,Slow,350,Ather Grid,23-05-2022,6,46.9,12358,17.378931,92.882716
EVCS_00284,Karnataka,Hubli,Slow,120,Tata Power,01-07-2022,23,20.6,14158,28.69334,79.043459
EVCS_00285,Karnataka,Hubli,Slow,15,Jio-bp Pulse,02-09-2023,56,66.2,6623,16.651632,79.49237
EVCS_00286,Karnataka,Bengaluru,Fast,120,Ather Grid,14-04-2022,17,47.8,14913,21.589501,94.623304
EVCS_00287,Karnataka,Mysuru,Slow,30,Jio-bp Pulse,23-10-2022,16,86.5,3273,24.276444,69.739458
EVCS_00288,Karnataka,Bengaluru,Slow,60,Statiq,06-09-2022,13,64.1,3787,25.370838,82.035976
EVCS_00289,Karnataka,Hubli,Slow,60,Statiq,24-01-2025,5,78.4,2119,19.27007,94.345239
EVCS_00290,Karnataka,Mysuru,Slow,15,Ather Grid,20-02-2022,29,59.7,2173,15.511358,87.744059
EVCS_00291,Karnataka,Mysuru,Slow,15,Jio-bp Pulse,31-07-2022,35,76,2686,20.011353,81.729003
EVCS_00292,Karnataka,Hubli,Slow,180,Statiq,11-08-2023,46,66.2,53135,27.358366,91.859189
EVCS_00293,Karnataka,Bengaluru,Slow,30,ChargeZone,03-05-2023,6,56.2,1162,24.308727,82.095478
EVCS_00294,Karnataka,Hubli,Slow,30,Statiq,20-09-2024,52,87.6,8023,32.7252,80.342264
EVCS_00295,Karnataka,Bengaluru,Slow,15,Govt Utility,24-10-2023,14,38.7,1068,12.839441,68.922499
EVCS_00296,Karnataka,Hubli,Slow,15,Tata Power,31-01-2022,30,30.7,2833,23.231857,80.067494
EVCS_00297,Karnataka,Hubli,Slow,30,Statiq,23-12-2023,23,23.7,4351,22.466175,74.558666
EVCS_00298,Karnataka,Mysuru,Slow,60,ChargeZone,24-12-2022,56,22.2,17774,12.935141,71.52737
EVCS_00299,Karnataka,Hubli,Slow,15,Govt Utility,26-09-2022,21,46.7,2259,29.268928,92.937944
EVCS_00300,Karnataka,Bengaluru,Fast,15,Govt Utility,14-12-2024,7,48.6,610,30.483686,95.998275
EVCS_00301,Karnataka,Hubli,Slow,180,Ather Grid,13-01-2023,36,72.1,42364,15.720318,94.023115
EVCS_00302,Karnataka,Bengaluru,Slow,30,Ather Grid,11-03-2024,38,87.9,5951,24.932691,72.145015
EVCS_00303,Karnataka,Hubli,Slow,60,Jio-bp Pulse,10-10-2022,35,28.4,13652,12.473463,90.928847
EVCS_00304,Karnataka,Bengaluru,Slow,60,Jio-bp Pulse,15-07-2023,20,90.7,7405,15.167182,96.547924
EVCS_00305,Karnataka,Bengaluru,Fast,60,Ather Grid,05-10-2024,38,87.1,12779,29.205204,82.018833
EVCS_00306,Karnataka,Hubli,Fast,60,Jio-bp Pulse,13-05-2024,13,33.7,3935,25.05083,83.716585
EVCS_00307,Karnataka,Hubli,Slow,180,ChargeZone,12-04-2023,15,83.2,21576,22.910628,77.95421
EVCS_00308,Karnataka,Mysuru,Slow,15,Tata Power,10-09-2023,28,44.2,3017,34.539785,95.970871
EVCS_00309,Karnataka,Bengaluru,Slow,120,Jio-bp Pulse,19-04-2022,54,76.8,31875,33.475498,95.359278
EVCS_00310,Karnataka,Mysuru,Fast,15,ChargeZone,05-05-2022,87,97.3,9203,17.556944,80.351505
EVCS_00311,Karnataka,Bengaluru,Slow,60,Tata Power,29-03-2022,6,43.9,1941,32.76381,70.255248
EVCS_00312,Karnataka,Hubli,Slow,30,ChargeZone,05-01-2023,40,22.8,6345,16.260465,85.886404
EVCS_00313,Karnataka,Hubli,Fast,15,Govt Utility,10-04-2024,36,76,2970,33.189247,88.820422
EVCS_00314,Karnataka,Hubli,Slow,15,Govt Utility,13-07-2022,26,27.1,2190,11.28903,80.531575
EVCS_00315,Karnataka,Bengaluru,Fast,60,Tata Power,11-03-2023,38,32,18145,14.865768,95.221146
EVCS_00316,Karnataka,Mysuru,Slow,180,ChargeZone,20-12-2022,10,41,13569,14.633099,87.455121
EVCS_00317,Karnataka,Hubli,Slow,30,Govt Utility,08-02-2023,14,50.9,2745,15.202109,75.476612
EVCS_00318,Karnataka,Hubli,Fast,30,Govt Utility,05-01-2025,73,58.9,13538,17.060119,84.823423
EVCS_00319,Karnataka,Hubli,Fast,120,Govt Utility,19-04-2023,16,74.3,11474,21.815252,76.373368
EVCS_00320,Karnataka,Hubli,Fast,15,Govt Utility,03-06-2022,13,77.6,1336,21.334949,71.631143
EVCS_00321,Karnataka,Mysuru,Slow,30,Govt Utility,31-07-2022,46,70.6,7123,8.927714,90.641346
EVCS_00322,Karnataka,Bengaluru,Fast,350,ChargeZone,25-07-2024,99,62.1,262615,20.167339,74.337373
EVCS_00323,Karnataka,Hubli,Slow,15,Ather Grid,22-03-2024,23,74.2,2474,21.081839,76.82593
EVCS_00324,Karnataka,Hubli,Slow,15,Statiq,11-06-2023,36,80.9,3941,17.321277,72.662064
EVCS_00325,Karnataka,Hubli,Fast,30,ChargeZone,12-01-2024,30,34.4,6594,24.567955,69.506169
EVCS_00326,Karnataka,Hubli,Fast,15,ChargeZone,20-09-2023,37,89.7,2785,34.576484,94.398403
EVCS_00327,Karnataka,Bengaluru,Slow,120,Ather Grid,08-05-2025,4,64.9,3452,14.608139,70.141779
EVCS_00328,Karnataka,Mysuru,Slow,120,Tata Power,12-11-2022,5,25,2898,12.473163,89.304834
EVCS_00329,Karnataka,Hubli,Slow,30,ChargeZone,28-06-2022,8,97,1244,20.290233,87.485721
EVCS_00330,Karnataka,Hubli,Slow,15,Jio-bp Pulse,29-05-2023,45,21.6,4466,29.857592,92.776266
EVCS_00331,Karnataka,Bengaluru,Slow,60,Ather Grid,15-12-2023,29,57.1,11764,18.159675,96.557066
EVCS_00332,Karnataka,Hubli,Slow,15,Tata Power,06-08-2022,26,62.3,3073,23.801151,77.692671
EVCS_00333,Karnataka,Mysuru,Slow,120,Jio-bp Pulse,03-09-2023,7,47.8,6634,24.655776,70.574292
EVCS_00334,Karnataka,Mysuru,Slow,60,Statiq,10-12-2022,33,41.2,13231,11.830675,83.777042
EVCS_00335,Karnataka,Hubli,Slow,60,Ather Grid,25-10-2022,39,69.7,13571,11.515093,76.464704
EVCS_00336,Karnataka,Bengaluru,Fast,15,Statiq,04-07-2024,82,48,7742,28.759776,86.513706
EVCS_00337,Karnataka,Hubli,Slow,120,Statiq,09-08-2023,34,60,32167,23.546218,90.195138
EVCS_00338,Karnataka,Mysuru,Slow,180,Govt Utility,04-12-2024,47,76.6,50017,18.970901,96.016735
EVCS_00339,Karnataka,Hubli,Slow,30,Ather Grid,25-03-2025,59,43.9,12865,20.319313,96.63395
EVCS_00340,Karnataka,Bengaluru,Slow,30,Tata Power,28-05-2023,24,20.8,3541,9.675156,81.301962
EVCS_00341,Karnataka,Hubli,Fast,60,ChargeZone,24-03-2022,14,82.7,4287,10.391752,87.968064
EVCS_00342,Karnataka,Mysuru,Slow,60,ChargeZone,25-05-2022,27,82.6,8046,19.407288,69.049782
EVCS_00343,Karnataka,Hubli,Slow,60,Jio-bp Pulse,12-06-2025,57,71.6,20700,14.387344,69.272718
EVCS_00344,Karnataka,Bengaluru,Slow,15,ChargeZone,23-12-2023,45,24.4,4761,9.028683,72.003889
EVCS_00345,Karnataka,Hubli,Slow,180,Govt Utility,23-09-2024,11,41.4,9712,32.308718,94.54271
EVCS_00346,Karnataka,Hubli,Slow,30,Jio-bp Pulse,29-07-2024,44,48.8,6822,34.724144,75.124492
EVCS_00347,Karnataka,Mysuru,Fast,30,Jio-bp Pulse,29-11-2024,15,78,3527,24.782923,81.708765
EVCS_00348,Karnataka,Bengaluru,Slow,15,Tata Power,19-01-2022,8,76.9,754,12.088782,79.001272
EVCS_00349,Karnataka,Hubli,Fast,30,Statiq,25-11-2024,56,53.7,11095,19.459845,74.985108
EVCS_00350,Karnataka,Hubli,Slow,30,ChargeZone,29-04-2024,24,32.6,3778,16.387054,81.14276
EVCS_00351,Karnataka,Mysuru,Fast,180,ChargeZone,07-07-2022,42,36,44566,25.093469,71.532192
EVCS_00352,Karnataka,Hubli,Fast,120,Jio-bp Pulse,16-05-2023,117,97.4,91481,26.470935,71.101193
EVCS_00353,Karnataka,Bengaluru,Slow,180,Ather Grid,01-06-2022,11,31.5,10257,31.304642,88.075148
EVCS_00354,Karnataka,Hubli,Slow,60,Tata Power,21-06-2025,12,44.2,3768,29.22231,77.301348
EVCS_00355,Karnataka,Mysuru,Slow,180,Govt Utility,18-07-2023,43,60.7,55041,11.553062,83.191577
EVCS_00356,Karnataka,Hubli,Slow,60,Ather Grid,05-12-2023,55,23.7,16845,21.055162,79.583263
EVCS_00357,Karnataka,Mysuru,Slow,15,ChargeZone,14-04-2025,46,34.9,5172,29.571257,85.682677
EVCS_00358,Karnataka,Hubli,Fast,60,Jio-bp Pulse,21-01-2025,43,62.8,19709,8.915447,90.239161
EVCS_00359,Karnataka,Bengaluru,Slow,60,Jio-bp Pulse,30-08-2022,5,20.8,1958,12.9036,86.617579
EVCS_00360,Karnataka,Hubli,Slow,30,Tata Power,19-03-2025,48,82.4,7200,29.67697,68.293841
EVCS_00361,Karnataka,Mysuru,Slow,15,Jio-bp Pulse,05-03-2022,14,72.9,1277,29.224434,75.984764
EVCS_00362,Karnataka,Hubli,Slow,60,Tata Power,18-08-2023,49,39.5,17872,14.760504,81.759108
EVCS_00363,Karnataka,Hubli,Fast,60,Jio-bp Pulse,02-06-2022,111,94.4,46470,32.292313,75.392049
EVCS_00364,Karnataka,Hubli,Slow,60,Tata Power,28-12-2022,39,51.5,13323,30.718884,76.366167
EVCS_00365,Karnataka,Bengaluru,Slow,30,Tata Power,19-03-2022,34,81,8047,16.784357,69.496317
EVCS_00366,Karnataka,Mysuru,Slow,30,Jio-bp Pulse,27-10-2022,21,88.9,4014,28.360416,79.492946
EVCS_00367,Karnataka,Bengaluru,Slow,60,Jio-bp Pulse,05-10-2022,2,24,930,20.631085,96.706637
EVCS_00368,Karnataka,Mysuru,Fast,30,Statiq,03-07-2022,119,31.4,22475,12.524632,91.74143
EVCS_00369,Karnataka,Hubli,Fast,15,Jio-bp Pulse,08-03-2024,107,32.2,11429,13.608089,71.340429
EVCS_00370,Karnataka,Hubli,Slow,15,Ather Grid,21-09-2023,26,55,2309,17.300168,80.12581
EVCS_00371,Karnataka,Mysuru,Slow,30,Jio-bp Pulse,12-07-2023,50,34.3,7263,13.234831,69.88443
EVCS_00372,Karnataka,Bengaluru,Slow,120,Govt Utility,11-09-2023,32,87.1,18713,13.183868,83.817192
EVCS_00373,Karnataka,Hubli,Fast,30,ChargeZone,15-03-2022,77,54.4,15503,23.04605,92.400309
EVCS_00374,Karnataka,Mysuru,Slow,60,Statiq,19-12-2022,10,33.4,4676,25.901284,70.767078
EVCS_00375,Karnataka,Hubli,Slow,60,Tata Power,23-08-2022,9,64.1,3704,12.682968,95.792972
EVCS_00376,Karnataka,Hubli,Slow,15,Ather Grid,13-10-2022,29,81.3,2309,29.613805,71.204003
EVCS_00377,Karnataka,Bengaluru,Slow,30,Statiq,18-08-2023,41,62.6,9139,34.420857,88.34205
EVCS_00378,Karnataka,Mysuru,Slow,60,ChargeZone,09-11-2022,6,81,1744,12.032938,87.039109
EVCS_00379,Karnataka,Mysuru,Slow,60,Ather Grid,13-01-2022,43,51.2,12825,33.887875,86.941824
EVCS_00380,Karnataka,Mysuru,Slow,60,Govt Utility,10-11-2022,14,27.1,4445,25.595163,86.665657
EVCS_00381,Karnataka,Mysuru,Slow,30,Ather Grid,30-05-2024,45,33.4,10274,9.182078,68.1313
EVCS_00382,Karnataka,Hubli,Slow,30,Statiq,26-09-2023,49,42.2,10371,17.063441,71.709215
EVCS_00383,Karnataka,Bengaluru,Fast,15,Tata Power,09-09-2024,94,70.1,10328,22.892702,78.006664
EVCS_00384,Karnataka,Hubli,Fast,60,Govt Utility,01-10-2024,10,82.3,4760,18.734883,91.81838
EVCS_00385,Karnataka,Mysuru,Slow,30,Tata Power,22-04-2022,7,23.8,1296,21.767873,79.100615
EVCS_00386,Karnataka,Mysuru,Slow,30,Tata Power,09-01-2025,34,81.3,5398,20.687293,76.267687
EVCS_00387,Karnataka,Hubli,Slow,15,Govt Utility,28-02-2024,53,49.4,5485,20.401869,94.602222
EVCS_00388,Karnataka,Mysuru,Slow,15,Ather Grid,02-12-2023,9,91.2,824,10.751701,85.314167
EVCS_00389,Karnataka,Hubli,Slow,30,Jio-bp Pulse,03-04-2024,16,83.9,3420,18.225845,96.082405
EVCS_00390,Karnataka,Mysuru,Slow,30,ChargeZone,21-01-2023,23,34.6,4423,12.647315,81.853907
EVCS_00391,Karnataka,Mysuru,Slow,30,Jio-bp Pulse,02-10-2023,8,93,1535,24.751469,82.173605
EVCS_00392,Karnataka,Hubli,Slow,30,Statiq,02-02-2022,30,52.2,5611,30.566948,87.127603
EVCS_00393,Karnataka,Hubli,Slow,15,Statiq,08-06-2022,18,92.8,1857,29.793647,72.160259
EVCS_00394,Karnataka,Hubli,Fast,60,Tata Power,15-03-2025,115,39.8,53691,18.565073,76.113273
EVCS_00395,Karnataka,Mysuru,Slow,350,Jio-bp Pulse,10-06-2023,3,50.4,7955,26.715555,76.898236
EVCS_00396,Karnataka,Mysuru,Slow,30,Tata Power,11-03-2023,40,81.2,8580,25.680645,74.829893
EVCS_00397,Karnataka,Hubli,Slow,15,Govt Utility,02-12-2024,57,74.7,4516,11.198775,72.070698
EVCS_00398,Karnataka,Hubli,Slow,15,Jio-bp Pulse,18-09-2024,46,63.6,3751,26.821329,95.725701
EVCS_00399,Karnataka,Bengaluru,Fast,60,ChargeZone,27-12-2022,119,82.8,55458,29.821613,69.694677
EVCS_00400,Karnataka,Hubli,Slow,30,Jio-bp Pulse,18-05-2022,11,22.2,2060,14.024968,94.828634
EVCS_00401,Karnataka,Mysuru,Fast,60,Statiq,02-11-2022,30,43,11693,26.717159,80.337038
EVCS_00402,Karnataka,Mysuru,Fast,350,Ather Grid,10-11-2022,22,65,50194,13.041178,90.696599
EVCS_00403,Karnataka,Hubli,Slow,120,Govt Utility,10-08-2023,30,94.9,26645,32.463291,73.941125
EVCS_00404,Karnataka,Mysuru,Slow,15,Govt Utility,03-05-2024,28,86.2,2628,15.987632,70.563579
EVCS_00405,Karnataka,Bengaluru,Fast,15,Statiq,17-06-2022,55,89.5,4699,9.319112,86.114612
EVCS_00406,Karnataka,Hubli,Slow,350,Statiq,23-02-2022,37,72.6,75228,23.134128,78.705537
EVCS_00407,Karnataka,Bengaluru,Slow,15,Tata Power,04-09-2023,38,89.4,3222,10.455118,96.283977
EVCS_00408,Karnataka,Mysuru,Fast,350,Jio-bp Pulse,09-11-2022,51,25,104624,19.235747,79.035924
EVCS_00409,Karnataka,Hubli,Slow,30,Jio-bp Pulse,08-10-2024,36,80.7,8209,25.484194,87.217294
EVCS_00410,Karnataka,Hubli,Fast,120,Govt Utility,29-01-2025,105,73.3,63290,12.585228,91.66751
EVCS_00411,Karnataka,Mysuru,Slow,30,Tata Power,19-05-2023,33,47.7,6313,31.053409,96.506145
EVCS_00412,Karnataka,Mysuru,Slow,30,Ather Grid,09-02-2022,48,81.4,10138,19.280974,94.42055
EVCS_00413,Karnataka,Bengaluru,Slow,30,Tata Power,07-06-2025,58,71,12745,28.983652,95.135045
EVCS_00414,Karnataka,Mysuru,Slow,15,Tata Power,07-06-2024,58,97.8,5221,14.19473,95.088472
EVCS_00415,Karnataka,Bengaluru,Slow,15,Govt Utility,05-01-2025,16,68.7,1157,25.119021,72.629602
EVCS_00416,Karnataka,Hubli,Slow,30,Tata Power,04-11-2023,39,71.1,6020,25.379559,72.354993
EVCS_00417,Karnataka,Mysuru,Slow,15,ChargeZone,26-09-2024,32,78.5,3096,17.889115,82.305238
EVCS_00418,Karnataka,Mysuru,Slow,60,Statiq,24-03-2023,22,65.8,7207,15.828502,72.064166
EVCS_00419,Karnataka,Mysuru,Slow,15,ChargeZone,10-04-2025,2,25,237,15.703476,84.541402
EVCS_00420,Karnataka,Hubli,Slow,180,Ather Grid,22-12-2024,36,28.4,44944,27.299879,90.695095
EVCS_00421,Karnataka,Bengaluru,Slow,15,Govt Utility,05-09-2024,37,24.2,3669,18.541698,74.363729
EVCS_00422,Karnataka,Bengaluru,Slow,30,Ather Grid,15-03-2022,48,97.9,9794,26.452218,92.098406
EVCS_00423,Karnataka,Bengaluru,Slow,350,Statiq,12-07-2022,20,38,35415,21.491326,86.316335
EVCS_00424,Karnataka,Hubli,Slow,15,Ather Grid,02-01-2022,56,93,4315,14.64036,89.05816
EVCS_00425,Karnataka,Mysuru,Fast,30,ChargeZone,07-11-2024,20,46,4034,27.368782,81.776806
EVCS_00426,Karnataka,Bengaluru,Slow,60,Statiq,01-07-2023,13,36.7,5250,9.072137,86.624431
EVCS_00427,Karnataka,Hubli,Slow,15,Govt Utility,24-07-2023,13,96.9,1354,19.377116,77.551804
EVCS_00428,Karnataka,Bengaluru,Slow,30,Statiq,24-01-2023,29,71.2,4739,15.811163,75.499976
EVCS_00429,Karnataka,Mysuru,Fast,350,Statiq,25-06-2022,18,75.1,37498,9.759925,95.404307
EVCS_00430,Karnataka,Hubli,Slow,15,Tata Power,18-06-2025,26,66,2584,30.952914,76.262917
EVCS_00431,Karnataka,Hubli,Fast,60,Statiq,25-04-2023,5,20.6,1739,26.910919,88.825404
EVCS_00432,Karnataka,Bengaluru,Slow,15,ChargeZone,19-12-2024,18,33.8,1853,23.540071,81.831075
EVCS_00433,Karnataka,Mysuru,Fast,60,Govt Utility,01-02-2024,95,28,37529,30.082972,74.513032
EVCS_00434,Karnataka,Hubli,Slow,30,Tata Power,18-01-2024,20,34.8,3454,11.831605,82.652648
EVCS_00435,Karnataka,Hubli,Slow,60,Tata Power,29-06-2022,52,78.5,20001,16.564473,74.817889
EVCS_00436,Karnataka,Bengaluru,Slow,120,Jio-bp Pulse,02-12-2023,9,77.1,8398,17.784543,68.431548
EVCS_00437,Karnataka,Hubli,Slow,180,Statiq,10-06-2024,49,63.1,49466,18.44463,78.681269
EVCS_00438,Karnataka,Bengaluru,Slow,15,Statiq,26-07-2022,35,55.3,2553,26.924221,75.629954
EVCS_00439,Karnataka,Mysuru,Slow,60,Tata Power,05-08-2024,32,31.2,15063,24.469594,83.928072
EVCS_00440,Karnataka,Bengaluru,Slow,15,Govt Utility,15-09-2024,46,29.2,4470,31.096391,82.9006
EVCS_00441,Karnataka,Hubli,Slow,15,Jio-bp Pulse,07-01-2024,54,56.9,4570,18.302399,74.463648
EVCS_00442,Karnataka,Mysuru,Slow,30,Statiq,23-06-2024,34,48.1,6041,29.62155,94.155974
EVCS_00443,Karnataka,Bengaluru,Slow,30,ChargeZone,14-04-2023,16,59.2,2801,15.196135,88.107988
EVCS_00444,Karnataka,Hubli,Fast,15,Statiq,09-03-2025,39,62.3,3188,19.535631,72.754763
EVCS_00445,Karnataka,Mysuru,Slow,15,Tata Power,13-07-2022,30,96.9,3444,18.508204,75.56168
EVCS_00446,Karnataka,Mysuru,Slow,30,Statiq,09-05-2022,25,79.9,5017,25.811443,85.456597
EVCS_00447,Karnataka,Bengaluru,Slow,30,Govt Utility,18-08-2023,39,89.2,6235,29.494918,75.251236
EVCS_00448,Karnataka,Mysuru,Fast,15,Statiq,05-07-2024,6,41.5,511,15.037835,91.241781
EVCS_00449,Karnataka,Bengaluru,Slow,180,Tata Power,02-10-2022,49,71.4,63622,15.086419,80.800021
EVCS_00450,Karnataka,Hubli,Slow,60,ChargeZone,11-03-2023,16,65.5,5059,16.663006,85.247303
EVCS_00451,Karnataka,Mysuru,Fast,30,Ather Grid,30-10-2022,6,76.2,931,22.821751,93.368891
EVCS_00452,Karnataka,Mysuru,Slow,60,Tata Power,26-12-2023,16,58.6,7231,16.10584,90.071987
EVCS_00453,Karnataka,Mysuru,Slow,15,ChargeZone,29-05-2025,46,21.8,5396,10.667701,77.404746
EVCS_00454,Karnataka,Bengaluru,Slow,60,Jio-bp Pulse,04-04-2023,39,39.4,17817,23.715671,69.149499
EVCS_00455,Karnataka,Mysuru,Slow,60,Jio-bp Pulse,25-01-2023,20,20.4,6704,24.021581,90.022286
EVCS_00456,Karnataka,Bengaluru,Slow,60,Ather Grid,05-05-2023,46,48.2,13281,11.661853,88.319853
EVCS_00457,Karnataka,Hubli,Slow,60,Statiq,08-02-2023,13,85.2,6239,8.536017,68.742247
EVCS_00458,Karnataka,Mysuru,Slow,180,ChargeZone,02-01-2022,44,58.5,40923,17.990701,74.376599
EVCS_00459,Karnataka,Mysuru,Slow,60,Jio-bp Pulse,12-06-2022,16,43.7,6702,19.912838,83.079188
EVCS_00460,Karnataka,Hubli,Fast,60,Tata Power,30-03-2022,72,41.8,21427,19.259943,76.437364
EVCS_00461,Karnataka,Hubli,Slow,120,Jio-bp Pulse,13-06-2023,20,68.8,18400,8.0273,73.194579
EVCS_00462,Karnataka,Bengaluru,Fast,30,Tata Power,19-12-2024,86,87.4,17502,25.194631,91.805344
EVCS_00463,Karnataka,Mysuru,Fast,180,Statiq,19-04-2022,75,47,69631,12.813002,76.330769
EVCS_00464,Karnataka,Hubli,Slow,180,Jio-bp Pulse,15-10-2024,23,68.7,23291,34.773116,79.06081
EVCS_00465,Karnataka,Bengaluru,Slow,60,Jio-bp Pulse,04-03-2023,37,87.4,11913,32.578637,84.127607
EVCS_00466,Karnataka,Mysuru,Fast,120,Tata Power,20-01-2022,77,96,50656,29.438047,68.035214
EVCS_00467,Karnataka,Hubli,Slow,120,Ather Grid,08-07-2024,7,78.1,6104,33.160613,89.786857
EVCS_00468,Karnataka,Hubli,Slow,30,Statiq,11-02-2024,6,74.7,1177,11.669541,75.733442
EVCS_00469,Karnataka,Bengaluru,Fast,15,Govt Utility,17-11-2023,106,47.9,10905,15.356935,91.860977
EVCS_00470,Karnataka,Hubli,Slow,15,Statiq,05-02-2022,34,85,3901,34.753088,86.791895
